timestamp,incineration_on,steam_flow,steam_temperature
2026-05-15 10:38:29.027650,True,72.71358904230509,360.0238124961626
2026-05-15 10:39:29.027650,True,70.93428089228892,356.7145907780056
2026-05-15 10:40:29.027650,True,70.65684520632662,355.4864577382089
2026-05-15 10:41:29.027650,True,71.3644011443761,356.38144630971226
2026-05-15 10:42:29.027650,True,72.13273410903959,357.21851743835265
2026-05-15 10:43:29.027650,True,70.06358678850185,357.8011419227877
2026-05-15 10:44:29.027650,True,73.41067046485004,355.1500035219851
2026-05-15 10:45:29.027650,True,73.68308857992207,352.77180441793183
2026-05-15 10:46:29.027650,True,72.95617220984788,356.54915785701377
2026-05-15 10:47:29.027650,True,72.71595708400558,354.04829069104113
2026-05-15 10:48:29.027650,True,71.71285624129864,356.2522207452398
2026-05-15 10:49:29.027650,True,71.57127894061178,353.25182806572485
2026-05-15 10:50:29.027650,True,71.71568460858919,358.5666451191042
2026-05-15 10:51:29.027650,True,72.7102969456355,354.7339129779605
2026-05-15 10:52:29.027650,True,73.38492317004685,351.0044249106295
2026-05-15 10:53:29.027650,True,71.92420490527624,353.246353962699
2026-05-15 10:54:29.027650,True,71.05463368581393,358.4925907747237
2026-05-15 10:55:29.027650,True,72.67456230691892,357.00084134989885
2026-05-15 10:56:29.027650,True,72.39311665130232,355.08422487309514
2026-05-15 10:57:29.027650,True,71.60294406548122,355.3265452538092
2026-05-15 10:58:29.027650,True,71.87321215630492,354.5236881651862
2026-05-15 10:59:29.027650,True,71.52747729886525,357.2374781955627
2026-05-15 11:00:29.027650,True,71.32413431418364,358.3154556832753
2026-05-15 11:01:29.027650,True,70.70641124022909,354.3109592966473
2026-05-15 11:02:29.027650,True,74.62125570673724,351.58316579061704
2026-05-15 11:03:29.027650,True,71.8210139267502,358.3616149213305
2026-05-15 11:04:29.027650,True,71.10107627122512,356.38250630922806
2026-05-15 11:05:29.027650,True,74.09407662029633,352.22435205278094
2026-05-15 11:06:29.027650,True,70.32130133824049,350.2100027605982
2026-05-15 11:07:29.027650,True,72.65382831995099,358.7014326739773
2026-05-15 11:08:29.027650,True,71.27267371428346,355.31142757218123
2026-05-15 11:09:29.027650,True,73.70630513501958,357.9040318317012
2026-05-15 11:10:29.027650,True,71.94942866791571,349.8336725906072
2026-05-15 11:11:29.027650,True,70.61017628342637,356.9904372176935
2026-05-15 11:12:29.027650,True,71.54123850468706,357.62560368107097
2026-05-15 11:13:29.027650,True,72.99168982499272,357.6744551465395
2026-05-15 11:14:29.027650,True,71.46242502129238,358.952804397837
2026-05-15 11:15:29.027650,True,72.6755188966902,356.5421109692354
2026-05-15 11:16:29.027650,True,72.92556804167658,353.69440613481976
2026-05-15 11:17:29.027650,True,73.77329600113569,350.64960213499586
2026-05-15 11:18:29.027650,True,72.14332101275639,354.81685505452276
2026-05-15 11:19:29.027650,True,72.3077903471735,357.46783082645135
2026-05-15 11:20:29.027650,True,71.51017735683328,350.8109205696517
2026-05-15 11:21:29.027650,True,72.53459103849625,357.7405808481626
2026-05-15 11:22:29.027650,True,71.18317222129853,354.04402697185054
2026-05-15 11:23:29.027650,True,70.58163204043571,354.334388104515
2026-05-15 11:24:29.027650,True,71.51706627696619,358.58893963872913
2026-05-15 11:25:29.027650,True,72.19640282402814,352.8062155893996
2026-05-15 11:26:29.027650,True,72.24046801450855,351.1598075672333
2026-05-15 11:27:29.027650,True,71.54810175025564,351.27920966486005
2026-05-15 11:28:29.027650,True,71.37026284571056,356.696967800273
2026-05-15 11:29:29.027650,True,72.27966070305196,357.22359177829503
2026-05-15 11:30:29.027650,True,72.13769554362554,355.8522518379315
2026-05-15 11:31:29.027650,True,72.02549578874257,355.28188350168136
2026-05-15 11:32:29.027650,True,72.4707713247537,354.26496363851123
2026-05-15 11:33:29.027650,True,70.4106706323954,355.14744126004706
2026-05-15 11:34:29.027650,True,72.29074092013113,353.83364474120583
2026-05-15 11:35:29.027650,True,71.20680613331149,359.08901578587773
2026-05-15 11:36:29.027650,True,73.11409655219232,353.8213197268931
2026-05-15 11:37:29.027650,True,71.12621415067463,354.6185535694104
2026-05-15 11:38:29.027650,True,73.14286589403406,357.04000870357424
2026-05-15 11:39:29.027650,True,71.57536660687649,356.55032656963857
2026-05-15 11:40:29.027650,True,71.36860780738655,358.8120926300577
2026-05-15 11:41:29.027650,True,73.57988837623502,356.9868175394597
2026-05-15 11:42:29.027650,True,70.79984003040303,348.7993117929367
2026-05-15 11:43:29.027650,True,70.5041009453059,351.14105802037693
2026-05-15 11:44:29.027650,True,71.88985222523759,354.76151290462474
2026-05-15 11:45:29.027650,True,71.46010269668504,352.95601104076155
2026-05-15 11:46:29.027650,True,72.6518383943119,356.63532681397317
2026-05-15 11:47:29.027650,True,70.50894936669881,356.82855457270165
2026-05-15 11:48:29.027650,True,71.19850559879272,355.462533083069
2026-05-15 11:49:29.027650,True,72.21898453663566,354.10113547613804
2026-05-15 11:50:29.027650,True,71.59040187453871,353.63749088135984
2026-05-15 11:51:29.027650,True,69.9107637330553,355.8860550672324
2026-05-15 11:52:29.027650,True,71.56214231428304,357.6157522098758
2026-05-15 11:53:29.027650,True,71.1477571338877,351.98053193203725
2026-05-15 11:54:29.027650,True,70.65181171154053,353.0295656818028
2026-05-15 11:55:29.027650,True,71.29454618887429,355.2568055815959
2026-05-15 11:56:29.027650,True,71.65382547516626,357.5866624217533
2026-05-15 11:57:29.027650,True,71.89065846717554,353.84295336564986
2026-05-15 11:58:29.027650,True,71.74760412192184,355.85029331197563
2026-05-15 11:59:29.027650,True,71.21619499826882,356.8654868705832
2026-05-15 12:00:29.027650,True,71.01764831375584,355.20611867825164
2026-05-15 12:01:29.027650,True,71.98562568683013,352.01757904244573
2026-05-15 12:02:29.027650,True,71.38575347361235,353.9332316748518
2026-05-15 12:03:29.027650,True,71.95795571802931,350.75029375147517
2026-05-15 12:04:29.027650,True,70.49245116303943,356.00703663720253
2026-05-15 12:05:29.027650,True,73.34853644366589,354.18883258142404
2026-05-15 12:06:29.027650,True,72.07842950571023,356.6870660078387
2026-05-15 12:07:29.027650,True,72.81824509440037,349.7744401614381
2026-05-15 12:08:29.027650,True,71.0349378744621,354.192783592043
2026-05-15 12:09:29.027650,True,73.1693974653225,361.0745973315343
2026-05-15 12:10:29.027650,True,71.20874697040401,353.56318598329113
2026-05-15 12:11:29.027650,True,72.26736252415101,358.5430715385678
2026-05-15 12:12:29.027650,True,72.30948400319592,353.5140942715761
2026-05-15 12:13:29.027650,True,72.61297003164952,359.13731677555387
2026-05-15 12:14:29.027650,True,71.5795123737716,357.3529031754772
